author	date	titlewords
shedd, margaret	1940	inherit novel
wilson, john fleming	1922	appreciation davis blathwayt somewhere raymond tales robert
matson, norman	1926	flecker's magic
seley, stephen	1945	cradle
mason, richard lakin	1947	novel
mason, richard lakin	1949	shadow
miller, helen (topping)	1947	chariots
wilson, romer	1921	tomorrow novel [pseud.]
wilson, romer	1926	deuxième conte dragon's
wilson, romer	1919	martin sch?_ler
taylor, grant	1935	ryder's
morton, h. v. (henry vollam)	1943	roosevelt resulted conference atlantic wales churchill's august charter h.m.s president voyage
morehouse, kathleen moore	1936	afterword novel
sparroy, massicks	1932	listening
thompson, sylvia	1926	hounds
millar, margaret	1944	freeze
millar, margaret	1942	weak-eyed
millar, margaret	1945	gates novel psychological
tobin, richard l (richard lardner)	1948	opinions
schindel, bayard	1929	pilgrimage
tempski, armine von	1927	romance
tempski, armine von	1928	novel
schickele, rené	1929	alsace
seymour, beatrice kean (stapleton) mrs	1923	journey hopeful
seymour, beatrice kean (stapleton) mrs	1937	happier
seymour, beatrice kean (stapleton) mrs	1927	wives
fraser, william alexander	1919	bulldog carney
fraser, william alexander	1922	caste
fenger, frederic a. (frederic abildgaard)	1921	parrot fenger...with harold illustrations
fauley, wilbur finley	1919	jenny
frazer, elizabeth	1922	partner
mccord, joseph	1935	dawns delayed
collins, mary garden	1943	sister
luehrmann, adele	1920	mystery triple
powel, harford willing hare	1935	widow's
wynne, pamela	1924	ann's novel idiot [pseud.]
chatterton, ruth	1950	homeward borne novel
erickson, curtis l	1941	review
muir, edwin	1931	brothers
muir, edwin	1927	marionette
endore, s. guy	1930	limbo
endore, s. guy	1945	methinks
endore, s. guy	1934	babouk
carpenter, frances	1933	tales korean grandmother
skolokhov, mīkhaīl alekasandrovīch	1940	flows sholokhov russian garry mikhail translated stephen
carlson, esther	1947	fence
schmidt, sarah lindsay	1940	busoni shadow illustrations winding rafaello ranch
erskine, laurie york	1924	laughing rider
estes, eleanor	1947	echoing novel
estes, eleanor	1943	rufus
eddy, roger (roger w.)	1947	wheel rimless
schlytter, leslie evan	1941	brothers
iverson, andrima	1946	gifts novel andrina
fuller, henry blake	1918	stairs
fox, edward lyell	1917	gethsemane bigelow illustrations
istrati, panait	1930	jacques baragan thistles translated clercq
istrati, panait	1931	bitter orange panaït
french, allen	1917	hiding-places novel
powell, anthony	1932	novel
edwards, dorothy	1928	morgan elaine sonata
edwards, dorothy	1927	rhapsody
mckay, claude	1933	bottom banana
mckay, claude	1928	harlem
mckay, claude	1932	gingertown
zugsmith, leane	1938	soldier
zugsmith, leane	1932	novel
zugsmith, leane	1934	reckoning
popkin, zelda	1947	novel victory,a
zur mühlen, hermynia	1933	wheel
evans, david a. (david arnold)	1949	lewis arnold [pseud.]
sholokhov, mikhail aleksandrovich	1940	flows garry russian translated stephen
hunter, bluebell matilda	1945	empress manchu
hicks, granville	1944	behold trouble novel
hicks, granville	1942	storm
sawyer, edith a. (edith augusta)	1932	[umé abiding viscount kakurega] saito
hubben, william	1943	pilgrim exiled
dickenson, may freud	1928	strings apron
mcdougald, roman	1945	whistling
hough, frank olney	1941	neutral
hough, frank olney	1938	renown
deval, jacques	1930	swords wooden
mcnichols, charles longstreth	1944	weather crazy
horan, james david	1945	photographs o'bannon pacific destroyer tonight official
demens, inna	1918	breaks
martin, curtis	1943	hills
hough, donald	1946	camelephamoose
dodd, lee wilson	1920	novel susan
meese, mildred foulke	1943	foulde victory interne carstens hospital sandra
dabit, eugène	1931	hotel
mccloy, helen	1943	goblin market
moore, virginia	1946	dying changing toward attitude
duncan, lee	1936	prison oregon ex-convict
sudermann, hermann	1928	dance
sudermann, hermann	1919	silent
sudermann, hermann	1928	cedar tromholt steffen
sudermann, hermann	1918	wedding iolanthe's
sudermann, hermann	1928	galantiere lewis german tilsit excursion
mellen, kathleen dickenson	1947	valley tennent madge hawaiian illus
halliburton, richard	1932	carpet flying
merrick, gordon	1947	strumpet
hooke, nina warner	1938	wilderness
hooke, nina warner	1934	striplings
dutton, charles judson	1932	poison detective
hurrell, francis gordon	1935	lillibud
mccormick, jay	1943	november storm
osborn, vera maynard	1944	kirby helen illustrations
meadows, catherine	1938	friday market
payne, will	1921	overlook
perry, lawrence	1919	romantic
perry, lawrence	1920	game's illustrated
levy, melvin p	1934	pioneers
lapolla, garibaldi m. (garibaldi marto)	1935	gennaro novel
patterson, pernet	1930	canaan
stevens, barbara	1938	strongest
marshall, lenore	1937	mirrors
patterson, innis	1930	eppworth
preedy, george	1928	crack
lamond, henry george	1946	australian brindle royalist,a plains
sieveking, lancelot de giberne	1934	lance
steele, dan	1931	trenches
linduska, noreen	1947	polio
hardwick, elizabeth	1945	lover ghostly
hadfield, robert l	1938	mutiny
medearis, mary	1942	doc's
hall, oakley m	1950	doors
laverty, maura	1942	novel
laverty, maura	1942	village
odle, e. v	1923	clockwork
ogden, george w. (george washington)	1926	dodge
ogden, george w. (george washington)	1928	sheep limit
orton, willam aylott	1937	romantic
sender, ramón josé	1935	patria cleugh novel
sender, ramón josé	1938	ramon rebels
sender, ramón josé	1943	arturo clark wedding barea eleanor
sender, ramón josé	1936	sundays
lee, charles	1942	cornish tales
owen, janet curren, mrs	1933	reunion
langley, dorothy	1945	medallion novel [pseud.]
o'neil, george	1931	hunger
litvinov, ivy (low)	1943	litvinoff mystery moscow novel
lull, roderick	1943	novel
raine, norman reilly	1934	annie saturday tugboat stories
machar, josef svatopluk	1916	magdalen bohemian authorized translation wiener
bacchelli, riccardo	1929	"novel williams pontelungo"") diavolo bridge devil"
bacchelli, riccardo	1950	frances frenaye
tilden, freeman	1918	khaki
blake, george	1935	shipbuilders
ashford, daisy	1919	visiters
burnham, david	1931	exile
brody, catharine	1932	starves novel nobody
rice, elinor	1946	mirror
tillery, carlyle	1950	novel
rowe, fynette	1945	chapin sisters
rowe, fynette	1947	burning
ricks, peirson	1947	hunter's
beck, henry charlton	1933	mystery novel
running, corinne	1948	shower
brooke, hugh	1932	angry
berg, louis	1932	prison doctor
bonner, geraldine	1927	flood
bonner, geraldine	1916	mystery eagle
adams, isabel	1928	woods foot-hills habitants laurentian
beadle, charles	1922	witch-doctors
brighouse, harold	1922	hepplestall's
brighouse, harold	1920	marbeck novel
ammers-küller, jo van	1932	charlotte masquerade
ammers-küller, jo van	1933	apple
ammers-küller, jo van	1938	allan edmund tavelinck gilligan decorations mcnab
ammers-küller, jo van	1931	robson-scott surrender
ammers-küller, jo van	1929	hoper generation rebel
armstrong, arnold b	1934	parched
borden, mary	1920	romantic
bramah, ernest	1925	specimen [pseud.]
bramah, ernest	1922	lung's belloc hilaire preface
bischoff, ilse	1949	heritage gilbert novel proud based stuart
barnes-austin, edgar harold spedding]	1947	eminence wynton [pseud.]
rosny, j. h., aîné, pseud. of j. h. boëx	1924	honourable zouhr whitehead giant quest translated
barker, richard hindry	1947	caress fatal accounts murders boucher preface anthony
thornton-cook, elsie prentys	1938	thorton dustthomas carlyle
thornton-cook, elsie prentys	1939	dearcharles justly thornton
bower, barbara euphan todd	1946	ranskill novel
reymont, władysław stanisław	1925	promised
brace, ernest	1946	buried stream
redman, ben ray	1930	flames
rowland, henry c. (henry cottrell)	1922	hirondelle
robbins, leo	1918	merry tales
turner, ethel sybil	1934	ticket one-way
rumsey, frances	1917	chastel cushing
boyce, burke	1949	folly cloak
boyce, burke	1942	perilous
boyce, burke	1948	mallet
baker, george edward	1948	paris
rolland, romain	1919	colas katherine breugnon miller
rolland, romain	1933	amalia alberti
rolland, romain	1922	pierre
rhodes, kathlyn	1919	sands
ridge, w. pett (william pett)	1917	madame
roberts, katharine	1943	novel
bullet, gerald william, 1894-	1938	bending sickle
tharp, louise hall	1944	champlain north-west wilson illus voyager
ripley, katharine ball mrs	1936	crowded
teodorescu, e. c. (eugene c.)	1947	merry midwife
byer, herbert	1936	victor novel
randall, jean	1941	peppertree
richey, paul henry mills	1941	pilot fighter france d.f.c squadron leader campaign
tomkinson, grace	1945	novel
rogers, cameron	1936	manila galleon
tunis, john roberts	1943	keystone
tunis, john roberts	1930	american
tunis, john roberts	1940	tomkinsville
thomas, adrienne	1931	soldier goldsmith german becomes translated margaret katrin
ross, ishbel	1932	promenade
boston, charles k	1941	jackass
baron, joseph louis	1940	candles jewish authors edited doren preface tales gentile
reed, joseph verner	1935	curtain
standish, robert	1945	novel [pseud.]
francis, william	1942	rough
freund, philip	1938	novel
freund, philip	1937	heron
faulkner, john	1942	cotton dollar
macorlan, pierre	1924	cowley illustrated malcolm woodcuts daragnes translated
smith, royall	1946	aluminum
chase, eleanor	1928	pennagan
curtis, kent	1928	tired captains
macfall, haldane	1926	students
murray, david leslie	1929	adorned bride
murray, david leslie	1931	stardust
crum, gertrude bosworth	1938	strumpet
mcintyre, john thomas	1929	murder museum
mcintyre, john thomas	1928	sails stained novel,by
mcintyre, john thomas	1937	ferment
coward, noel	1939	aside stories
slade, caroline beach	1943	lilly crackell
sullivan, richard	1943	continent
clason, clyde b	1937	parrot purple
clason, clyde b	1936	tumbler professor introducing
cobb, humphrey	1935	paths
colony, horatio	1935	novel kentucky forester pioneer
findley, francine	1934	treeless
cary, joyce	1936	african witch
cary, joyce	1947	prefatory essay [with moonlight author]
cary, joyce	1949	fearful novel
fisher, john	1933	dream
chamberlain, mary stuart	1937	inheritors
mcclure, robert e	1924	dominant
sykes, christopher	1949	stories situation
arnow, harriette louisa simpson	1949	hunter's
yeates, v. m. (victor m)	1934	winged victory
van loan, charles e. (charles emmett)	1918	robert davis stories foreword
van buren, evelyn	1921	zizi's career
sher, jack	1948	novel companion
vogel, joseph	1938	courage
vogel, joseph	1940	straw novel
sellars, irma peixotto	1948	[pseud winds crighton contrary
sylvester, harry	1948	idols
valéry, paul	1945	valéry mathews jackson translated
alexander, holmes moss	1939	american novel nabob
burr, jane	1918	glorious novel
bowers, paul e	1918	pawns
burnham, clara louise	1918	hearts' haven
burnham, clara louise	1916	thorn
mackall, lawton	1920	scrambled
bailey, temple	1917	mistress wilson illustrations
bailey, temple	1926	window
berger, marcel	1917	ordeal
berger, marcel	1919	fitzwater stake
bilbro, mathilde	1917	tucke illustrations frances porter pasture pratt christine curtiss
allen, walter ernest	1946	rogue elephant
calthrop, dion clayton	1922	adventures tremendous
strickland, harold h	1946	illustrated juggernaut rangers
cade, coulson t	1922	cornish novel penny
cade, coulson t	1917	dandelions
van der veer, judy	1940	ursula grass foreword november
van der veer, judy	1938	hills
kelley, welbourn	1932	inchin'
murry, john middleton	1922	leary novel daniel
kennedy, r. emmet (robert emmet)	1927	decoration design edward larocque gritny tinker
knevels, gertrude	1925	octagon
walters, william j	1938	forbidden
woodrooffe, thomas	1936	naval odyssey
hildreth, j. h	1918	queen's
walton, george lincoln	1919	oscar montague paranoiac weston frontispiece taylor
warner, william henry	1919	bridge
wise, evelyn voss	1938	tomorrow
holdsworth, ethel carnie	1919	"ex-mill girl"") taming"
sleath, frederick	1919	jackson sniper illustrations
williams, wayland wells	1920	goshen novel
dortort, david	1949	honor
grebenc, lucile	1936	apple boughs illustrated plank
ward, mary jane	1937	roots
harris, kennett	1920	stegg
deasy, mary	1949	cannon
stone, a	1919	mystery adventure intrigue novel illustrations fighting
schultz, james willard	1919	warrior running eagle
schultz, james willard	1926	novel
neidig, william j. (william jonathan)	1919	flingers
hardy, arthur sherburne	1916	helen
grant, george hook	1934	jones steamer consigned illustrations gordon voyage tramp british
morton, frederic	1949	darkness
morton, frederic	1947	hound
welch, patrick	1940	novel hosting final
gould, nat	1918	khaki novel rider
mccall, marie	1949	wolves novel
godchaux, elma	1936	roots stubborn
witting, clifford	1937	murder
garis, roger	1934	amusement
wallis, james harold	1934	chose
waddell, helen	1933	matulay lazlo drawings novel abelard peter
doughty, legarde s	1945	garde
howard, f. morton	1922	rascals
gardner, mary sewall	1946	katharine
scott, r. t. m. (reginald thomas maitland)	1927	aurelius smith-detective
hooker, forrestine c. (forrestine cooper)	1920	trail
wilson, charles morrow	1936	rabble rouser
wilson, charles morrow	1930	acres
duncan, thomas william	1947	novel
myers, virginia	1948	angelo's novel
weigall, arthur edward pearse brome	1921	burning sands
whitman, edmund s	1931	minor vices
neugass, james	1949	ashes
gartland, hannah	1922	cards
nunn, guy theodore	1947	shadows
gayton, bertram	1922	gland stealers
gilson, charles	1923	cockade
stewart, charles d. (charles david)	1922	valley waters
jameson, storm	1926	kingdoms
jameson, storm	1920	highways
jameson, storm	1924	pitiful
nablo, james benson	1946	november
walbank, f. alan (felix alan)	1949	to-day yesterday novelists
walker, gertrude	1948	deadly
greene, frederick stuart	1917	o'brien thirteen authors edward stories
goodman, daniel carson	1919	taker
waltari, mika	1950	adventurer walford translated naomi
goodwin, john	1920	mercy
gordon, samuel	1916	remnants god's stories israel
white, antonia	1950	novel traveller
watts-dunton, theodore	1914	vesprie towers
niccolls, t. a	1927	quest perilous
strachey, marjorie	1922	david
nelson, ira stephens	1938	sarpy creek
nezelof, pierre	1937	napoleon warre bradley translated wells
gillmor, frances	1929	thumbcap
gillmor, frances	1930	windsinger
justus, may	1943	carries
unruh, fritz von	1947	despair novel courage hatred darkness
white, william chapmen	1931	russians
hamilton, mary agnes	1916	yesterday
saunders, marshall	1916	adventures wandering fox-terrier
sullivan, virginia	1929	permanent
hamilton, david osborne	1929	novel warriors
sherwood, margaret pollock	1916	doorstep
spearman, frank h. (frank hamilton)	1916	wyeth illustrated mountain
hart, frances (noyes), mrs	1927	trial noyes bellamy francis
hart, frances (noyes), mrs	1934	crooked
wall, evans	1929	no-nation
warburton, stanley	1928	ganeshkind vishnu india merchant chiefly viroschand avatar
de jong, meindert	1941	watson illustrated bridge aldren wheels
wyatt, edith	1923	franklin invisible novel
peters, eleanor	1936	harvest
vollmöller, karl	1948	miracle
mccarthy, justin h , (justin huntly)	1919	"benson mccarthy) benson."" (founded nurse carton [pseud.] comedy ""nurse"
mccarthy, justin h , (justin huntly)	1916	spacious
wolf, emma	1916	fulfillment california novel
peyré, joseph	1937	rehearsal oviedo torres [pseud.]
peyré, joseph	1937	peyré glittering whitall
jones, thelma	1946	angel skinny
goodwin, ernest	1918	dennis morgan u.s.m.c illustrations caravan
goodwin, ernest	1924	stiletto
levison, eric	1921	witness
bryant, arthur herbert	1947	novel image
kavanagh, patrick	1949	tarry flynn novel
kauffmann, stanley	1949	hidden
lindsey, william	1922	backsliders
roberts, morley	1925	rachel
hepburn, elizabeth (newport) mrs	1926	newport alison
brand, millen	1947	novel albert sears
brand, millen	1937	outward
brand, millen	1939	heroes
ullman, james ramsey	1945	tower
martin, absalom	1922	mystery kastle krags
kauffman, reginald wright	1933	porch
kauffman, reginald wright	1919	azure
kauffman, reginald wright	1919	victorious
schiller, zoe lund	1943	mexican
fairlie, gerard	1929	munroby yellow
kandel, aben	1931	rabbi novel burns
davis, reuben	1936	butcher
west, evelyn	1945	novel animal
chase, jessie anderson	1919	chan's
person, williem thomas	1943	abner jarvis
detzer, karl	1936	contrabando
snow, francis haffkine	1921	flowers
slater, humphrey	1948	novel conspirator
kuehnelt-leddihn, erik von	1936	adapted german edwin translated willa
janeway, elizabeth	1945	daisy kenyon
macleod, leroy	1934	crowded
king, george s. (george suthie)	1933	slaver
phelps, william lyon	1933	prose>
heyward, dubose	1932	peter ashley
heyward, dubose	1939	nadejen theodore spangled decorations virgin
miller, warren h. (warren hastings)	1920	fighters yarns
pelley, william dudley	1925	comedy
morrison, ray	1949	novel angels
whipple, maurine	1941	giant joshua
bancroft, griffing	1917	interlopers
weir, florence (roney), mrs	1918	andrew ralph roney illustrated merry
larg, david class	1932	ruskin
archambault, alberic a	1943	village novel
brooks, alden	1917	fighting
aleksander, irina	1943	running
newton, w. douglas, (wilfrid douglas)	1921	ceilings
lubbock, percy	1925	cloud region
harris, muriel	1930	seventh
young, florence ethel mills	1921	foreshadowed
dawson, michael	1943	fathoms
massie, chris	1936	falcon
massie, chris	1944	novel
gessner, robert	1933	arrow
provost, agnes louise	1933	closed
bland, alden	1947	behold
dickerman, hallie ferron	1935	stephen
wawn, f. t	1917	joyful novel
benediall, b. y	1915	blind gibbs frontispiece
moore, frederick ferdinand	1920	o'dreams
moore, frederick	1920	sailor
jepson, edgar	1916	alice devine
raymond, clifford	1921	corners
babcock, ruth	1950	grape
elroy, edwina	1947	swamp willow
willette, dorothy davis	1949	spear novel penny
nygaard, norman e. (norman eugene)	1947	forest
child, philip	1945	wrath
cronyn, george w. (george william)	1941	stagg caesar
clark, dale	1944	narrow [pseud.]
metcalfe, john	1926	smoking stories
scoggin, margaret clara	1945	chucklebait
reynolds, katharine yirsa	1919	valley frontispiece bickford illustration
nelson, byron	1946	winning
elford, owen	1942	novel lidice
bloch-michel, jean	1949	eithne witness wilkins
walrond, eric	1926	tropic
macgill, patrick	1923	moleskin
macgill, patrick	1918	dough
macgill, patrick	1918	glenmornan
fuchs, daniel	1937	novel
fox, paul hervey	1937	antagonists
fox, paul hervey	1935	sailor
curtin, mary mckenna	1943	collected pilgrims
hoyt, janet	1929	wings
cushman, clarissa (fairchild) mrs	1936	fairchild
gray, joslyn	1919	rusty miller
cheney, brainard	1942	rogue
gibbon, lewis grassic	1933	novel edited malcolm sunset smith
foote, mary (hallock), mrs	1917	bonham edith hallock
rollins, montgomery	1917	village illustrated david
craige, john houston	1933	marine nights arabian adventures haiti bagdad
faulkner, fritz	1937	windless
flatau, dorota	1918	souls yellow
march, hilary	1927	weather
nicolson, harold	1933	faces novel
underwood, leon	1928	siamese
engstrand, sophia (belzer) mrs	1940	novel munday belzer
chapman, marion	1923	pinney marian
casserly, gordon	1921	elephant
stanley, edward	1947	thomas novel
purcell, john francis	1947	novel
greene, frances nimmo	1918	devil
kilbourne, fannie	1926	horton twins
powers, paul s	1949	dillahay
scott, jessie	1946	charity
crane, clarkson	1947	martin naomi
jackson, margaret weymouth, mrs	1932	fiddle
nichols, edward jay	1945	hunky johnny
burnshaw, stanley	1949	novel sunless
case, robert ormond	1930	yukon drive
grierson, francis durham	1926	limping
carrigher, sally	1944	beetle
carrigher, sally	1947	marsh mattson teton patritia
richards, grant	1920	novel
stanford, alfred	1923	swell
friedlander, mort	1946	yellow
campbell, t. bowyer (thomas bowyer)	1928	novel sadie
woodman, jean, mrs	1940	spent
graham, carroll	1934	border
bennett, rolf	1928	cranmer
hudson, jay william	1922	pierre abbé
moore, leslie	1916	folly wiser
moore, leslie	1917	gardener antony
shields, gertrude m	1918	frontispiece florence gardner caste
moody, minnie hite	1941	meadows,by
totheroh, dan	1927	orchard
henry, will	1950	survivors
booth, charles g. (charles gordon)	1929	bullets
dickie, francis joseph	1923	breed
hill, grace livingston	1937	deane daphne novel
grant, dorothy fremont	1949	novel devil's
bellow, saul	1944	dangling
bellow, saul	1947	novel
rice, craig	1940	murder wrong
beynon, jane	1944	cypress
thomson, edward william	1917	canada introd savarin sheshko linda stories tales canadians
huntington, helen	1949	slender lynde [pseud.]
robinson, oliver	1943	novel triumvirate
white, eliza orne	1934	lending paull illustrations
skinner, constance lindsay	1926	schuyler leader remington illustrations
skinner, constance lindsay	1932	trader barnes illustrated debby
horn, holloway	1921	harlequinade novel
hibben, frank c. (frank cummings)	1948	lions illus bransom american hunting
geijerstam, ragnar af	1942	wives
hawes, charles boardman	1921	sailed josiah romance topham guinea experiences illustrated woods varian recorded
hawes, charles boardman	1923	frigate chance newbury hazards inheritance marsham lived curious adventured pirates barbados fought sailor departed philip
art͡ybashev, mikhail petrovich	1917	tales revolution
hartley, l. p. (leslie poles)	1946	sixth
tagore, rabindranath	1925	stories
trumbull, robert	1945	silversides
hull, morris	1936	cannery
bairnsfather, bruce	1935	looks illustrated europe
squire, john collings, sir	1933	outside eden,by
masters, david	1942	periscope
broster, d. k. (dorothy kathleen)	1923	wounded
levin, beatrice	1950	lonely novel
quennell, peter	1931	novel
lewis, cecil	1943	pathfinders novel
white, leslie t	1937	harness
davis, fitzroy	1942	quicksilver
tuttle, wilber c	1939	medicine-man hashknife
saunders, john monk	1931	afterword longstreet stephen
liepman, heinz	1937	nights hudson lynton novel
liepman, heinz	1934	present-day murder--made germany burns
liepman, heinz	1932	burns] [translated broke
hudson, charles b	1917	outlaw novel
hueston, ethel	1917	sunny illustrated slopes
hueston, ethel	1916	prudence hueston...with illustrations
o'neill, charles kendall	1949	novel
demby, william	1950	beetlecreek novel
demby, william	1950	herbert afterword lecreek
leon, derrick	1933	livingstones
aydelotte, dora	1935	furrows
giles, barbara	1947	gentle
moore, john eugene	1945	indian
pier, arthur stanwood	1918	decides german-american illustrations
hilton-turvey, carol brevoort	1916	haavens ballinger illustrations
brown, bernice	1924	earth,by
henry, harriet	1940	widow's
deuel, john vanderveer	1934	photographs drawings islands buried majesty savage braddock bedbug cayuca deuelwith treasure devil's illustrations valley adventurous studley voyage creeping
broster, dorothy kathleen	1923	wounded
sábato, ernesto r	1950	spanish harriet translated outsider
hathaway, baxter	1937	stubborn novel
dorrance, james french	1928	rustlers
devanny, jean	1928	beloved
shepherd, nan	1928	watson roderick introduced quarry
bain, graham ward	1937	robin
dryer, bernard v. (bernard victor)	1949	afrique
slesinger, tess	1934	elizabeth thirties novel hardwick unpossessed
overstreet, carolyn	1942	coffee cream
harrington, joseph	1942	scandal
buck, charles neville	1918	illustrations 'bear
cornish, dorothy helen	1940	novel brontës
hubermont, pierre	1931	titterton thirteen illustrated knotts translated
jovine, francesco	1946	adrienne novel seeds translated foulke
brill, ethel c. (ethel claire)	1949	copper adventure
brill, ethel c. (ethel claire)	1946	madeleine
stinetorf, louise a	1945	watson africa illustrated
hamon, marcel	1949	putman noontr samuel nightfall
vernède, r. e. (robert ernest)	1917	allington stories
smith, betty	1943	brooklyn grows novel
galzy, jeanne	1930	jacques offering translation clercq burnt
cahan, abraham	1917	levinsky katrina david irving lipsky
sharon, henrietta bruce	1945	alive
corbett, sidney	1937	westmacott illustrated cruise bernard gull-flight
ritner, ann katherine gilliland	1942	shelter walls
everard, frances	1922	daughter sands
stanislavsky, konstantin	1936	reynolds elizabeth introd actor prepares gielgud hapgood translated
livingston, walter	1930	burnleigh mystery manor
mortimer, chapman	1950	stair stranger
sprunt, alexander	1931	dwellers livingston silences illustrations
towner, wesley	1946	liberators
traube, shepard	1935	novel
collis, maurice	1939	sanda
williams, jesse lynch	1923	wanted
taylor, elizabeth	1945	lippincote's
taylor, elizabeth	1949	roses wreath
wetjen, albert richard	1931	horvath adventure ferdinand illustrations sailormen tommy fiddlers' huszti divide
carman, dorothy walworth	1932	fever
simonov, konstantin mikhaĭlovich	1945	joseph nights barnes russian translated
simonov, konstantin mikhaĭlovich	1943	correspondent quarter
toynbee, philip	1944	barricades
stevenson, augusta	1945	carson illustrated trapper laune
geister, edna	1944	laughing
bynner, witter	1935	guest
beresford, george charles	1936	kipling illustrated schooldays dunsterville (stalky) preface (m'turk)
faulkner, virginia	1935	barbarians
mcnickle, d'arcy	1936	introd lawrence towner surrounded
vetter, ernest g	1944	escort u.s.n.r commander lieutenant hamilton edward
vaughan, agnes carr	1940	dwarf elizabeth illustrated wolcott syracuse tyler
whittaker, joseph	1919	foreword tillett tumblefold
voĭnova, aleksandra ivanovna	1931	semi-precious stones
savoy, willard w	1949	alien
sampson, mrs. emma (speed)	1919	frontispiece irwin mammy's speed folks myers
bosco, henri	1947	provencetr savill mervyn
kelm, karlton	1936	cherry novel
buckley, f. r. (frederic robert)	1944	illustrated jones
gulbranssen, trygve	1937	walford translated naomi mountains
wilde, irene	1943	turban
stockley, cynthia	1919	africa aloes stories
stockley, cynthia	1923	picture illustrated ponjola photoplay scenes
vorse, mary heaton	1920	growing
vorse, mary heaton	1920	illustrations craig frank ninth
gustaf-janson, gösta	1936	napier $ftranslated claude swedish
ashbrook, harriette	1935	immoral murder
anderson, edward	1935	hungry
williams, earl	1918	romance belshazzar captivity
atlee, philip	1940	inheritors novel
burnet, dana	1916	shining adventure
shaplen, robert	1949	corner
macdonald, greville	1920	romance
gheorghiu, virgil	1950	romanian twenty-fifth translated eldon
whitehorne, earl	1939	supercargo
serge, victor	1947	translated willard comrade trask tulayev novel
anderson, florence mary (bennett)	1948	novel
reeve, christopher	1929	ginger
giraudoux, jean	1923	translated suzanne redman pacific
brehm, bruno	1932	"goldsmith german ""apis patriotism este"" translated margaret"
rooke, daphne	1950	grove fever trees
russell, ruth	1931	kellogg
bissell, richard	1950	stretch
ashton, helen	1917	marshdikes
wormser, richard	1937	all's
bedel, maurice	1928	prize novel goncourt latitude jerome
bedel, maurice	1929	kitchen molinoff
kirk, ralph g	1923	livingston breeds illustrations
kendall, ralph s. (ralph selwood)	1920	police northwest sergeant
pearce, charles e	1921	paddock
davis, robert	1947	partners marshall illustrated powder
davis, robert	1948	lloyd illus lózes pierre's
crawford, kathleen	1947	straw novel
lambert, lydia	1946	trask willard lover translated pushkin
liebovitz, david	1946	canvas
lucas, curtis	1946	newark
oursler, fulton	1925	sandalwood
malcolmson, anne burnett	1941	doodle's illustrated yankee robert mccloskey cousins
murray, chalmers s	1942	mungin novel
djavidan, hanum	1931	khedive egypt ex-wife harem abbas princess hilmi
heyliger, william	1940	valley apple illustrated beebe
degenhard, william	1943	witnessed sections shays' interior america insurrections conveying hascott regulators founded warren massachusetts rebellion newly
hayes, charles edward	1942	winds
hutchison, bruce	1944	hollow novel
clark, eleanor	1946	bitter
hamill, katherine b. (katherine bernie)	1921	monterey flower
pickford, mary	1935	demi-widow
zinberg, len	1940	hard--talk novel
pollak, james s	1946	pollack
zistel, era	1944	peggy illustrated treasury stories bacon compiled
pourtalès, guy de, comte	1938	translated geoffrey sainsbury shadows pourtales
shiri͡aev, petr alekseevīch	1935	alfred flattery's fremantle russian translated
pentecost, hugh	1940	[pseud.]
pratolini, vasco	1949	lovers novel
eaton, geoffrey dell	1925	backfurrow
lea, fannie heaslip	1937	marys fanny
coates, john	1950	today novel
moravia, alberto	1937	wheel livingston arthur translation
page, thomas nelson	1922	riders
stewart, donald ogden	1925	decorations crazy
snyder, howard	1929	plantation earth-born novel
meadowcroft, enid la monte	1941	franklin illustrated benjamin donald lamonte mckay
strahan, kay cleaver	1929	footprints
shiel, m. p. (matthew phipps)	1929	steel
hambledon, phyllis	1929	paved novel
hopkins, linton c. (linton cooke)	1937	candle
maynard, lawrance m	1930	lawrence
macdonald, john arthur	1945	flows novel darkly
hull, e. m. (edith maude)	1925	shiek
duhamel, georges	1935	pasquiers fortunes putnam samuel
duhamel, georges	1938	holthoir chronicles pasquier beatrice
blunden, godfrey	1946	route novel
cotter, winifred	1920	annals sheila unromantic household
mellen, ida m	1942	fishes illustrated bostelmann
mix, jennie irene	1920	gateway romance pianiste fame's
cornplanter, jesse j	1938	sister sah-nee-weh illustrated legends carmer longhouse senecas
krapp, george philip	1921	tales illustrated knights
alvaro, corrado	1948	frances italian frenaye
baker, elizabeth whitemore	1945	stocky texas illustrated hargens
eggebrecht, axel	1930	german pilgrim abyss translated bozman
bandelier, adolph francis alphonse	1914	makers introd lummis delight
bruun, laurids	1922	promised danish david translated pritchard
wells, evelyn	1947	blaine's
saint-hélier, monique	1936	translated abandoned whitall
jones, maurice bethell	1936	peter
fuller, edmund	1946	pointed
guilloux, louis	1936	victory putnam bitter translated samuel
lee, james s	1935	jungles experiences eighteen actual india malay underworld years' archipelago underworlds china haunts
seaman, augusta huiell	1916	signet relyea illustrated sapphire
busson, paul	1924	romance thomas moult mirski translated
hewes, agnes danforth	1928	block illustrated swords
moffat, donald	1931	villa brittany
moffat, donald	1937	hildegard woodward france illustrations
felsen, henry gregor	1947	illus bertie
corley, donald	1927	identity drawings branch tales cabell
wagner, blanche collet	1938	tales mayaland illustrations
chaves nogales, manuel	1937	heroes beasts spain
faure, raoul c. (raoul cohen)	1948	battaglia godiva aurelius drawings novel
pratt, fletcher	1948	unicorn pratt]
