author	bookid	bpoids	genres	htrcids	subjects	title	is_fic
Dickens Charles	B2103	{5214688, 6120577, 4696359, 6108776, 8928862, 2441898, 8601515, 8608717, 5810062, 6183951, 5844400, 8606037, 8733365, 5809980, 5814078, 6144191}	{'Dictionary', 'Bibliographies', 'ContainsBiogMaterial', 'Indexes'}	{'uc2.ark+=13960=t5j962x5v', 'mdp.39015005324606', 'uva.x030570270'}	{'Societies and clubs', 'Facsimiles', 'Dickens, Charles', 'England', '19th century', '1812-1870', 'English fiction', 'Social life and customs', 'Men', 'Manuscripts'}	The posthumous papers of The Pickwick Club	
Thackeray William Makepeace	B8042	{4981582}	{'Autobiography', 'ContainsBiogMaterial', 'Bibliographies'}	{'mdp.39015063760709'}	{'Anne, 1702-1714', '1811-1863', 'Dictionaries, indexes, etc', 'Thackeray, William Makepeace', 'English literature', 'Great Britain', 'History'}	The history of Henry Esmond esq  colonel in the service of Her Majesty Q Anne written by himself	
Macdonald Alexander	B5928	{6691507}	{'Autobiography'}	{'uc1.b3820828'}		In the land of pearl and gold 	
Dickens Charles	B2220	{8999401, 8437741}	{'Bibliographies', 'ContainsBiogMaterial'}	{'nyp.33433074954193'}		The life and adventures of Nicholas Nickleby	
Stillman William James	B7590	{3230878}	{'Autobiography'}	{'uc1.32106019584199'}	{'Biography', 'Stillman, William James', 'Journalists', '1828-1901'}	The autobiography of a journalist	
Crawford F Marion Francis Marion	B1363	{3173707, 8932975}	{'ContainsBiogMaterial'}	{'mdp.39015013785160'}	{'1639-1682', 'Stradella, Alessandro'}	Stradella	
Hubbard Elbert	B4134	{6643455}	{'Biography'}	{'wu.89008152845', 'mdp.39015059420334', 'mdp.39015033437537', 'uiuo.ark+=13960=t7pn91k1d', 'mdp.39015070464147', 'uc2.ark+=13960=t10p15p7r'}		Little journeys to the homes o	
Synge J M John Millington	B7450	{6711828}		{'nyp.33433067297477'}	{'Travel', 'Description and travel', '(John Millington)', 'Aran Islands (Ireland)', '1871-1909', 'Ireland', 'Synge, J. M', 'IsBiographical', 'Aran Islands'}	The Aran Islands	
Gosse Edmund	B3468	{6815004}	{'Biography'}	{'nyp.33433082421565'}		Father and son  a study of two	
Stockton Frank Richard	B7863	{3213591}	{'Bibliographies', 'ContainsBiogMaterial'}	{'uc2.ark+=13960=t1sf2n136'}		The hundredth man	
Marryat Frederick	B5218	{4695032, 6144746}	{'Bibliographies', 'ContainsBiogMaterial'}	{'hvd.hwkpy9'}	{'Young men', '19th century', 'Midshipmen', 'Napoleonic Wars, 1800-1815', 'History, Naval', 'English fiction'}	Mr Midshipman Easy	
Davies W H William Henry	B2173	{3166820, 6837047}	{'Autobiography'}	{'njp.32101068150349'}	{'1871-1940', 'Biography', '20th century', 'Davies, W. H', 'Poets, English', 'Tramps', 'IsBiographical', '(William Henry)'}	The autobiography of a supertramp	
Carpenter Kate E Rushmore	B1476	{3186313}	{'Biography', 'Juvenile audience'}	{'nyp.33433071386639'}	{'Joan', '1412-1431', 'of Arc, Saint'}	The story of Joan of Arc for boys and girls as Aunt Kate told it	
Cellini Benvenuto	B1455	{3159655}	{'Autobiography', 'Biographies', 'Bibliographies'}	{'njp.32101067687242'}	{'Biography', 'Cellini, Benvenuto', '1500-1571', 'Sculptors', 'Italy'}	The life of Benvenuto Cellini	
Brown John	B893	{8455460, 8744462}		{'uc2.ark+=13960=t37081f1j'}	{'Scottish authors', 'Biography', 'Legends and stories', 'Anecdotes', 'Dogs', 'English fiction'}	Rab and his friends	
Queen of Great Britain Victoria	B6865	{6721267, 8736364}	{'ContainsBiogMaterial'}	{'uva.x000425323'}		More leaves from the journal o	
Gosse Edmund	B3175	{6815004}	{'Biography'}	{'nyp.33433082421565'}	{'1849-1928', '1810-1888', 'Gosse, Edmund', 'Gosse, Philip Henry'}	Father and son  a study of two temperaments	
McCarthy Justin H  Justin Huntly	B5310	{6772962, 8877946}	{'ContainsBiogMaterial'}	{'mdp.39015063933181'}	{'In literature', 'Louis XI, 1461-1483', 'b. 1431', 'Villon, François', 'Villon, François', 'History'}	If I were king	
Gaskell Elizabeth Cleghorn	B3323	{9461784, 8470921, 4361330, 4842116, 8528390}	{'Bibliographies', 'ContainsBiogMaterial'}	{'uiuo.ark+=13960=t43r17n3n', 'uiuo.ark+=13960=t8jd57r2q', 'uiuo.ark+=13960=t6057xr4s'}	{'823G21S1863'}	Sylvias lovers	
Hardy Thomas	B4035	{8621966}	{'Bibliographies', 'ContainsBiogMaterial'}	{'mdp.39015005277788', 'inu.39000003137598', 'mdp.39015005277861'}		The Hand of Ethelberta  a come	
Thackeray William Makepeace	B8218	{9446050}	{'Bibliographies', 'ContainsBiogMaterial'}	{'uc2.ark+=13960=t9t15149h'}	{'Hayes, Catharine (Hall)', 'Dictionaries, indexes, etc', 'Thackeray, William Makepeace', 'English literature', '1690-1726', '1811-1863'}	The adventures of Philip on his way through the world	
Racowitza Helene von	B7067	{8940843, 2440875}		{'uc2.ark+=13960=t2v40x26f'}	{'Biography', 'Women', 'Germany', 'IsBiographical', 'Princesses'}	Princess Helene von Racowitza	
Manning Anne	B5454	{4455540}	{'ContainsBiogMaterial'}	{'mdp.39015013269298', 'nyp.33433074895347'}	{'1478-1535', 'More, Thomas', 'Sir, Saint', '1505-1544', 'Saint', 'Roper, Margaret'}	The household of Sir Thomas More	
Brontë Anne	B630	{4618505, 4991985, 4337431}	{'Bibliographies', 'ContainsBiogMaterial', 'Domestic fiction'}	{'nyp.33433074930037', 'uc2.ark+=13960=t24b2zg71'}	{'Married women', 'England', '19th century', 'Social life and customs', 'Alcoholics', 'English fiction', 'Landlord and tenant', 'Alcoholism'}	The tenant of Wildfell Hall	
Patterson J H John Henry	B6692	{6833543}	{'Autobiography'}	{'uc2.ark+=13960=t83j3cg3v'}	{'Description and travel', 'Africa, East', 'Uganda Railway', 'Hunting'}	The maneaters of Tsavo and other East African adventures	
Patterson J H John Henry	B6803	{6833543}	{'Autobiography'}	{'uc2.ark+=13960=t83j3cg3v'}		The maneaters of Tsavo and oth	
Pawlowska Yoï	B6689	{6851896, 2438570}	{'Autobiography'}	{'uc2.ark+=13960=t7rn32t76'}	{'Description and travel', 'Europe', 'Pawlowska, Yoï'}	A year of strangers	
Lamb Charles	B5147	{4965633, 8683175}	{'ContainsBiogMaterial'}	{'njp.32101073308411'}		Tales from Shakespeare  by Cha	
Yeats W B William Butler	B9054	{6734679}	{'Autobiography'}	{'wu.89000572610'}		The Celtic twilight Stories of	
Fielding Henry	B2688	{8719283}	{'ContainsBiogMaterial'}	{'mdp.49015002245679', 'mdp.49015002245919', 'mdp.39015003342105', 'mdp.49015001283663', 'mdp.49015002245471', 'uva.x030576608', 'njp.32101041261163', 'njp.32101063690372', 'mdp.39015048874310', 'uva.x030576611', 'uva.x000680647', 'miun.abr7400.0004.001', 'njp.32101068598109', 'nyp.33433076093933', 'njp.32101063690380', 'uc1.b3546630', 'nyp.33433082225347', 'uc2.ark+=13960=t71v5f44n', 'uc2.ark+=13960=t6xw4bf84', 'uc2.ark+=13960=t9g44sg28', 'uva.x030576610', 'nyp.33433076093958', 'uva.x030576612', 'mdp.49015002026806', 'mdp.39015003342188', 'uva.x001327701', 'hvd.hn6en4', 'mdp.39015041847503', 'mdp.49015002026814', 'hvd.hn6ens', 'uc2.ark+=13960=t7rn32w54', 'mdp.49015002245794', 'uc2.ark+=13960=t5h996x5b', 'mdp.39015003341792', 'mdp.39015003342238', 'njp.32101068598091', 'hvd.hn6enr', 'uva.x030576607', 'njp.32101063690398', 'uc2.ark+=13960=t9m32r37g', 'mdp.39015003342212', 'hvd.hn6ent', 'mdp.39015063994712', 'uc2.ark+=13960=t10p12g2d', 'mdp.39015066051890', 'mdp.39015066186175', 'njp.32101063690364', 'uva.x030576609', 'uc2.ark+=13960=t3hx1846z', 'mdp.39015052092932', 'uc2.ark+=13960=t2k64d45c', 'nyp.33433082225131', 'nyp.33433076093941', 'mdp.49015002026798', 'nyp.33433076093966', 'mdp.49015002245489', 'mdp.39015003342204', 'mdp.49015002245497', 'njp.32101068598117', 'mdp.39015003342147', 'mdp.49015002026822', 'uc2.ark+=13960=t8cf9mz66'}		The works of Henry Fielding wi	
contessa Zanardi Landi Karoline Franziska M	B9103	{8954323, 2438135}	{'Autobiography'}	{'uva.x001097675'}	{'Elisabeth', '1837-1898', 'Empress, consort of Franz Joseph I, Emperor of Austria'}	The secret of an empress	
Rawnsley Willingham Franklin	B7231	{6827082}	{'Biography'}	{'mdp.39015063534989'}		Early days at Uppingham under 	
Patterson J E John Edward	B6758	{6849770}	{'Autobiography'}	{'uc1.b3327523'}		My vagabondage  being the inti	
Popp Adelheid Dwoak	B6700	{3271730}		{'uc2.ark+=13960=t8v98294p'}	{'Women', 'IsBiographical', 'Germany', 'Socialism', 'Employment'}	The autobiography of a working	
Meynell Viola	B5362	{3196616}	{'Biography', 'Bibliographies'}	{'njp.32101066384817'}	{'Eliot, George', '1819-1880'}	George Eliot	
Antin Mary	B19	{8848414}	{'Autobiography'}	{'mdp.39015008221700'}	{'Russians', 'Boston', '1881-1949', 'Massachusetts', 'IsBiographical', 'Russia', 'Social life and customs', 'Antin, Mary'}	The promised land	
SaintRen Taillandier Madeleine Marie Louise Chevrillon	B7655	{3193056, 2485430}		{'uc2.ark+=13960=t21c21f3w'}	{'1635-1719', 'Madame de', 'IsBiographical', 'Maintenon'}	Madame de Maintenon	
Bunyan John	B336	{6800349}		{'loc.ark+=13960=t39z9qn4m'}	{'Christian pilgrims and pilgrimages', 'IsBiographical', 'Juvenile literature'}	The pilgrims progress by John Bunyan every child can read	
Goldsmith Oliver	B3442	{5006104}	{'Bibliographies', 'Novel', 'ContainsBiogMaterial'}	{'uc2.ark+=13960=t3tt4h68m'}		The vicar of Wakefield	
Chartres Annie Vivanti	B1752	{8958581}	{'Biography'}	{'uc2.ark+=13960=t55d8sk1h'}	"{'Soviet Union', 'Biography', 'Criminals', ""Tarnovskai????a, Mari????a Nikolaevna (O'Rourke, grafini????a)"", 'IsBiographical', 'Countess', 'Tarnowska, Marie'}"	Marie Tarnowska	
Holmes Oliver Wendell	B4100	{8648846, 8699414}	{'ContainsBiogMaterial'}	{'mdp.39015030745361'}		The autocrat at the breakfastt	
Banim John	B1165	{4692800}	{'Bibliographies', 'ContainsBiogMaterial'}	{'coo.31924006593267'}		The Boyne water	
Le Gallienne Richard	B4825	{6786209, 8986863}	"{'New York', ""Publishers' cloth bindings (Binding)"", 'New York (State)', 'ContainsBiogMaterial', 'England'}"	{'nyp.33433074878137'}		Young lives	
Nichols Mary Sargeant Gove	B6200	{8625569}	{'ContainsBiogMaterial'}	{'nyp.33433068179161'}		Mary Lyndon  or Revelations of	
Goldsmith Oliver	B3044	{4852194, 9447259}	{'Autobiography'}	{'nyp.33433022840940', 'uc1.l0066163270', 'uc1.$b261512', 'nyp.33433022840973', 'nyp.33433022840916', 'uva.x004454810', 'nyp.33433022840908', 'nyp.33433022840957', 'uc1.$b261513', 'nyp.33433022840965', 'nyp.33433022840981', 'nyp.33433022840890', 'mdp.39015066186407', 'nyp.33433022840932', 'nyp.33433022840882', 'nyp.33433022840924', 'uc1.$b261514'}	{'1730?-1774', 'Goldsmith, Oliver'}	The works of Oliver Goldsmith	
Lamb Charles	B4898	{8859500, 8980030}	{'Autobiography'}	{'uc1.b3295026', 'uc1.b3295029', 'nnc1.0037104330', 'nnc1.0038966174'}		The life and works of Charles 	
Haviland Maud D Maud Doria	B3469	{3184086}	{'Juvenile audience'}	{'chi.086866298'}	{'Biography', 'Animals'}	Lives of the fur folk	
Brontë Charlotte	B1206	{4991985, 4618505, 4337431}	{'Biography'}	{'wu.89001262906', 'wu.89001262898'}		The tenant of Wildfell hall by	
Suttner Bertha von	B7891	{3151595}	{'Autobiography'}	{'uva.x004215519'}		Lay down your arms the autobio	
Brontë Emily	B1283	{4417176}	{'ContainsBiogMaterial', 'Love stories'}	{'inu.30000094739921', 'mdp.39015011426080'}		Wuthering Heights	
Dickens Charles	B2456	{8526331}	{'Bibliographies', 'ContainsBiogMaterial'}	{'loc.ark+=13960=t75t4hz8p'}		Great expectations and Hard ti	
Hardy Thomas	B3520	{3170956}	{'Didactic fiction', 'Bibliographies', 'Novel', 'ContainsBiogMaterial', 'Love stories'}	{'uc1.32106005931792', 'mdp.39015013406494'}	{'Stonemasons', 'Death', 'Children', 'Unmarried couples', 'Adultery', 'Illegitimate children'}	Jude the obscure	
Gaskell Elizabeth Cleghorn	B3110	{5096961, 9089262}	{'ContainsBiogMaterial'}	{'nyp.33433074857362'}	{'English fiction'}	North and south	
Eliot George	B2585	{8793448, 8688126}	{'Pastoral fiction', 'Autobiography'}	{'nyp.33433076092190', 'nyp.33433076092182'}	{'1819-1880', 'social life and customs', 'England', '19th century', 'English literature', 'Social life and customs', 'Eliot, George'}	Middlemarch	
Defoe Daniel	B2439	{8294286}	"{'Illustrated works', 'Juvenile audience', 'Ink stamps (Provenance)', 'Adventure stories', 'Markings (Provenance)', ""Publishers' advertisements"", 'Endpapers (Binding)', 'Janson', 'Bibliographies', 'Novel', 'ContainsBiogMaterial', 'Imaginary voyages', 'Autographs (Provenance)', 'Cloth bindings (Binding)', 'Bookplates (Provenance)', 'Paper labels (Binding)', 'Juvenile literature', 'Armorial bookplates (Provenance)', 'Typefaces (Type evidence)', 'Inscriptions (Provenance)'}"	{'mdp.39015078548396'}		The life and strange surprizin	
